,event_no,category,element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8,OBJECT,ice cream,ce cream,ie cream,ic cream,icecream,ice ream,ice ceam,ice cram,ice crem,ice crea,iice cream,icce cream,icee cream,ice  cream,ice ccream,ice crream,ice creeam,ice creaam,ice creamm,i ce cream,ic e cream,ice c ream,ice cr eam,ice cre am,ice crea m,cie cream,iec cream,ic ecream,icec ream,ice rceam,ice ceram,ice craem,ice crema,iuce cream,uice cream,ijce cream,jice cream,ikce cream,kice cream,ioce cream,oice cream,icxe cream,ixce cream,icde cream,idce cream,icfe cream,ifce cream,icve cream,ivce cream,icew cream,icwe cream,ices cream,icse cream,iced cream,icer cream,icre cream,ice cxream,ice xcream,ice cdream,ice dcream,ice cfream,ice fcream,ice cvream,ice vcream,ice ceream,ice crdeam,ice crfeam,ice crteam,ice ctream,ice crewam,ice crweam,ice cresam,ice crseam,ice credam,ice creram,ice creaqm,ice creqam,ice creawm,ice creasm,ice creazm,ice crezam,ice creamn,ice creanm,ice creamj,ice creajm,ice creamk,ice creakm,,ice c,ice cr,ice cre,,icec,icecr,icecre,icecrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,48,OBJECT,jacket,acket,jcket,jaket,jacet,jackt,jacke,jjacket,jaacket,jaccket,jackket,jackeet,jackett,j acket,ja cket,jac ket,jack et,jacke t,ajcket,jcaket,jakcet,jacekt,jackte,jhacket,hjacket,jnacket,njacket,jmacket,mjacket,jkacket,kjacket,jiacket,ijacket,juacket,ujacket,jaqcket,jqacket,jawcket,jwacket,jascket,jsacket,jazcket,jzacket,jacxket,jaxcket,jacdket,jadcket,jacfket,jafcket,jacvket,javcket,jackmet,jacmket,jackjet,jacjket,jackiet,jaciket,jackoet,jacoket,jacklet,jaclket,jackewt,jackwet,jackest,jackset,jackedt,jackdet,jackert,jackret,jacketr,jacketf,jackeft,jacketg,jackegt,jackety,jackeyt,jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,34,LOCATION,jail,ail,jil,jal,jai,jjail,jaail,jaiil,jaill,j ail,ja il,jai l,ajil,jial,jali,jhail,hjail,jnail,njail,jmail,mjail,jkail,kjail,jiail,ijail,juail,ujail,jaqil,jqail,jawil,jwail,jasil,jsail,jazil,jzail,jaiul,jauil,jaijl,jajil,jaikl,jakil,jaiol,jaoil,jailk,jailo,jailp,jaipl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,47,OBJECT,jigsaw,igsaw,jgsaw,jisaw,jigaw,jigsw,jigsa,jjigsaw,jiigsaw,jiggsaw,jigssaw,jigsaaw,jigsaww,j igsaw,ji gsaw,jig saw,jigs aw,jigsa w,ijgsaw,jgisaw,jisgaw,jigasw,jigswa,jhigsaw,hjigsaw,jnigsaw,njigsaw,jmigsaw,mjigsaw,jkigsaw,kjigsaw,ijigsaw,juigsaw,ujigsaw,jiugsaw,jijgsaw,jikgsaw,jiogsaw,joigsaw,jigfsaw,jifgsaw,jigtsaw,jitgsaw,jigysaw,jiygsaw,jighsaw,jihgsaw,jigbsaw,jibgsaw,jigvsaw,jivgsaw,jigswaw,jigwsaw,jigasaw,jigszaw,jigzsaw,jigsxaw,jigxsaw,jigsdaw,jigdsaw,jigseaw,jigesaw,jigsaqw,jigsqaw,jigsasw,jigsazw,jigsawq,jigsawa,jigsaws,jigsawe,jigsaew,jig,jigs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,ANIMAL,kangaroo,angaroo,kngaroo,kagaroo,kanaroo,kangroo,kangaoo,kangaro,kkangaroo,kaangaroo,kanngaroo,kanggaroo,kangaaroo,kangarroo,kangarooo,k angaroo,ka ngaroo,kan garoo,kang aroo,kanga roo,kangar oo,kangaro o,akngaroo,knagaroo,kagnaroo,kanagroo,kangraoo,kangaoro,kmangaroo,mkangaroo,kjangaroo,jkangaroo,kiangaroo,ikangaroo,koangaroo,okangaroo,klangaroo,lkangaroo,kaqngaroo,kqangaroo,kawngaroo,kwangaroo,kasngaroo,ksangaroo,kazngaroo,kzangaroo,kanbgaroo,kabngaroo,kanhgaroo,kahngaroo,kanjgaroo,kajngaroo,kanmgaroo,kamngaroo,kangfaroo,kanfgaroo,kangtaroo,kantgaroo,kangyaroo,kanygaroo,kangharoo,kangbaroo,kangvaroo,kanvgaroo,kangaqroo,kangqaroo,kangawroo,kangwaroo,kangasroo,kangsaroo,kangazroo,kangzaroo,kangareoo,kangaeroo,kangardoo,kangadroo,kangarfoo,kangafroo,kangartoo,kangatroo,kangaroio,kangarioo,kangaroko,kangarkoo,kangarolo,kangarloo,kangaropo,kangarpoo,kangarooi,kangarook,kangarool,kangaroop,kang,kanga,kangar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,33,OBJECT,keys,eys,kys,kes,key,kkeys,keeys,keyys,keyss,k eys,ke ys,key s,ekys,kyes,kesy,kmeys,mkeys,kjeys,jkeys,kieys,ikeys,koeys,okeys,kleys,lkeys,kewys,kweys,kesys,kseys,kedys,kdeys,kerys,kreys,keyts,ketys,keygs,kegys,keyhs,kehys,keyus,keuys,keysw,keyws,keysa,keyas,keysz,keyzs,keysx,keyxs,keysd,keyds,keyse,keyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,37,LOCATION,kitchen,itchen,ktchen,kichen,kithen,kitcen,kitchn,kitche,kkitchen,kiitchen,kittchen,kitcchen,kitchhen,kitcheen,kitchenn,k itchen,ki tchen,kit chen,kitc hen,kitch en,kitche n,iktchen,ktichen,kicthen,kithcen,kitcehn,kitchne,kmitchen,mkitchen,kjitchen,jkitchen,ikitchen,koitchen,okitchen,klitchen,lkitchen,kiutchen,kuitchen,kijtchen,kiktchen,kiotchen,kitrchen,kirtchen,kitfchen,kiftchen,kitgchen,kigtchen,kitychen,kiytchen,kitcxhen,kitxchen,kitcdhen,kitdchen,kitcfhen,kitcvhen,kitvchen,kitchgen,kitcghen,kitchben,kitcbhen,kitchnen,kitcnhen,kitchjen,kitcjhen,kitchuen,kitcuhen,kitchyen,kitcyhen,kitchewn,kitchwen,kitchesn,kitchsen,kitchedn,kitchden,kitchern,kitchren,kitchenb,kitchebn,kitchenh,kitchehn,kitchenj,kitchejn,kitchenm,kitchemn,kitc,kitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2,OBJECT,kite,ite,kte,kie,kit,kkite,kiite,kitte,kitee,k ite,ki te,kit e,ikte,ktie,kiet,kmite,mkite,kjite,jkite,ikite,koite,okite,klite,lkite,kiute,kuite,kijte,kikte,kiote,kitre,kirte,kitfe,kifte,kitge,kigte,kitye,kiyte,kitew,kitwe,kites,kitse,kited,kitde,kiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,ANIMAL,koala,oala,kala,kola,koaa,koal,kkoala,kooala,koaala,koalla,koalaa,k oala,ko ala,koa la,koal a,okala,kaola,kolaa,koaal,kmoala,mkoala,kjoala,jkoala,kioala,ikoala,okoala,kloala,lkoala,koiala,kokala,kolala,kopala,kpoala,koaqla,koqala,koawla,kowala,koasla,kosala,koazla,kozala,koalka,koakla,koaloa,koaola,koalpa,koapla,koalaq,koalqa,koalaw,koalwa,koalas,koalsa,koalaz,koalza,koa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,38,LOCATION,lake,,lke,lae,lak,llake,laake,lakke,lakee,l ake,la ke,lak e,alke,lkae,laek,lkake,klake,loake,olake,lpake,plake,laqke,lqake,lawke,lwake,laske,lsake,lazke,lzake,lakme,lamke,lakje,lajke,lakie,laike,lakoe,laoke,lakle,lalke,lakew,lakwe,lakes,lakse,laked,lakde,laker,lakre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,22,OBJECT,lamp,,lmp,lap,lam,llamp,laamp,lammp,lampp,l amp,la mp,lam p,almp,lmap,lapm,lkamp,klamp,loamp,olamp,lpamp,plamp,laqmp,lqamp,lawmp,lwamp,lasmp,lsamp,lazmp,lzamp,lamnp,lanmp,lamjp,lajmp,lamkp,lakmp,lampo,lamop,lampl,lamlp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,41,LOCATION,library,ibrary,lbrary,lirary,libary,librry,libray,librar,llibrary,liibrary,libbrary,librrary,libraary,librarry,libraryy,l ibrary,li brary,lib rary,libr ary,libra ry,librar y,ilbrary,lbirary,lirbary,libarry,librray,librayr,lkibrary,klibrary,loibrary,olibrary,lpibrary,plibrary,liubrary,luibrary,lijbrary,ljibrary,likbrary,liobrary,libvrary,livbrary,libgrary,ligbrary,libhrary,lihbrary,libnrary,linbrary,libreary,liberary,librdary,libdrary,librfary,libfrary,librtary,libtrary,libraqry,librqary,librawry,librwary,librasry,librsary,librazry,librzary,librarey,libraery,librardy,libradry,librarfy,librafry,librarty,libratry,libraryt,libraryg,librargy,libraryh,librarhy,libraryu,libraruy,libr,libra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,12,LOCATION,lighthouse,ighthouse,lghthouse,lihthouse,ligthouse,lighhouse,lightouse,lighthuse,lighthose,lighthoue,lighthous,llighthouse,liighthouse,ligghthouse,lighhthouse,lightthouse,lighthhouse,lighthoouse,lighthouuse,lighthousse,lighthousee,l ighthouse,li ghthouse,lig hthouse,ligh thouse,light house,lighth ouse,lightho use,lighthou se,lighthous e,ilghthouse,lgihthouse,lihgthouse,ligthhouse,lighhtouse,lightohuse,lighthuose,lighthosue,lighthoues,lkighthouse,klighthouse,loighthouse,olighthouse,lpighthouse,plighthouse,liughthouse,luighthouse,lijghthouse,ljighthouse,likghthouse,lioghthouse,ligfhthouse,lifghthouse,ligththouse,litghthouse,ligyhthouse,liyghthouse,lihghthouse,ligbhthouse,libghthouse,ligvhthouse,livghthouse,lighgthouse,lighbthouse,lighnthouse,lignhthouse,lighjthouse,ligjhthouse,lighuthouse,liguhthouse,lighythouse,lightrhouse,lighrthouse,lightfhouse,lighfthouse,lightghouse,lightyhouse,lighthgouse,lighthbouse,lightbhouse,lighthnouse,lightnhouse,lighthjouse,lightjhouse,lighthuouse,lightuhouse,lighthyouse,lighthoiuse,lighthiouse,lighthokuse,lighthkouse,lightholuse,lighthlouse,lighthopuse,lighthpouse,lighthouyse,lighthoyuse,lighthouhse,lighthohuse,lighthoujse,lighthojuse,lighthouise,lighthouswe,lighthouwse,lighthousae,lighthouase,lighthousze,lighthouzse,lighthousxe,lighthouxse,lighthousde,lighthoudse,lighthouese,lighthousew,lighthouses,lighthoused,lighthouser,lighthousre,ligh,light,lighth,lightho,lighthou,,light h,light ho,light hou,light hous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,ANIMAL,lion,ion,lon,lin,lio,llion,liion,lioon,lionn,l ion,li on,lio n,ilon,loin,lino,lkion,klion,loion,olion,lpion,plion,liuon,luion,lijon,ljion,likon,lioin,liokn,lioln,lilon,liopn,lipon,lionb,liobn,lionh,liohn,lionj,liojn,lionm,liomn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,15,LOCATION,living room,iving room,lving room,liing room,livng room,livig room,livin room,livingroom,living oom,living rom,living roo,lliving room,liiving room,livving room,liviing room,livinng room,livingg room,living  room,living rroom,living rooom,living roomm,l iving room,li ving room,liv ing room,livi ng room,livin g room,living r oom,living ro om,living roo m,ilving room,lviing room,liivng room,livnig room,livign room,livin groom,livingr oom,living orom,living romo,lkiving room,kliving room,loiving room,oliving room,lpiving room,pliving room,liuving room,luiving room,lijving room,ljiving room,likving room,lioving room,livcing room,licving room,livfing room,lifving room,livging room,ligving room,livbing room,libving room,liviung room,livuing room,livijng room,livjing room,livikng room,livking room,liviong room,livoing room,livinbg room,livibng room,livinhg room,livihng room,livinjg room,livinmg room,livimng room,livingf room,livinfg room,livingt room,livintg room,livingy room,livinyg room,livingh room,livingb room,livingv room,livinvg room,living reoom,living eroom,living rdoom,living droom,living rfoom,living froom,living rtoom,living troom,living roiom,living rioom,living rokom,living rkoom,living rolom,living rloom,living ropom,living rpoom,living rooim,living rookm,living roolm,living roopm,living roomn,living roonm,living roomj,living roojm,living roomk,livi,livin,living,living r,living ro,,livingr,livingro,livingroo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ANIMAL,lizard,izard,lzard,liard,lizrd,lizad,lizar,llizard,liizard,lizzard,lizaard,lizarrd,lizardd,l izard,li zard,liz ard,liza rd,lizar d,ilzard,lziard,liazrd,lizrad,lizadr,lkizard,klizard,loizard,olizard,lpizard,plizard,liuzard,luizard,lijzard,ljizard,likzard,liozard,liazard,lizsard,liszard,lizxard,lixzard,lizaqrd,lizqard,lizawrd,lizward,lizasrd,lizazrd,lizared,lizaerd,lizadrd,lizarfd,lizafrd,lizartd,lizatrd,lizarde,lizards,lizarsd,lizardx,lizarxd,lizardc,lizarcd,lizardf,lizardr,liza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,ANIMAL,lobster,obster,lbster,loster,lobter,lobser,lobstr,lobste,llobster,loobster,lobbster,lobsster,lobstter,lobsteer,lobsterr,l obster,lo bster,lob ster,lobs ter,lobst er,lobste r,olbster,lboster,losbter,lobtser,lobsetr,lobstre,lkobster,klobster,olobster,lpobster,plobster,loibster,liobster,lokbster,lolbster,lopbster,lobvster,lovbster,lobgster,logbster,lobhster,lohbster,lobnster,lonbster,lobswter,lobwster,lobsater,lobaster,lobszter,lobzster,lobsxter,lobxster,lobsdter,lobdster,lobseter,lobester,lobstrer,lobsrter,lobstfer,lobsfter,lobstger,lobsgter,lobstyer,lobsyter,lobstewr,lobstwer,lobstesr,lobstser,lobstedr,lobstder,lobstere,lobsterd,lobsterf,lobstefr,lobstert,lobstetr,lobs,lobst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,55,OBJECT,map,,,,mmap,maap,mapp,m ap,ma p,,mpa,mnap,nmap,mjap,jmap,mkap,kmap,maqp,mqap,mawp,mwap,masp,msap,mazp,mzap,mapo,maop,mapl,malp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,ANIMAL,meerkat,eerkat,merkat,meekat,meerat,meerkt,meerka,mmeerkat,meeerkat,meerrkat,meerkkat,meerkaat,meerkatt,m eerkat,me erkat,mee rkat,meer kat,meerk at,meerka t,emerkat,merekat,meekrat,meerakt,meerkta,mneerkat,nmeerkat,mjeerkat,jmeerkat,mkeerkat,kmeerkat,mewerkat,mweerkat,meserkat,mseerkat,mederkat,mdeerkat,mererkat,mreerkat,meewrkat,meesrkat,meedrkat,meerekat,meerdkat,meerfkat,meefrkat,meertkat,meetrkat,meerkmat,meermkat,meerkjat,meerjkat,meerkiat,meerikat,meerkoat,meerokat,meerklat,meerlkat,meerkaqt,meerkqat,meerkawt,meerkwat,meerkast,meerksat,meerkazt,meerkzat,meerkatr,meerkart,meerkatf,meerkaft,meerkatg,meerkagt,meerkaty,meerkayt,meer,meerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,ANIMAL,monkey,onkey,mnkey,mokey,money,monky,monke,mmonkey,moonkey,monnkey,monkkey,monkeey,monkeyy,m onkey,mo nkey,mon key,monk ey,monke y,omnkey,mnokey,mokney,moneky,monkye,mnonkey,nmonkey,mjonkey,jmonkey,mkonkey,kmonkey,moinkey,mionkey,moknkey,molnkey,mlonkey,mopnkey,mponkey,monbkey,mobnkey,monhkey,mohnkey,monjkey,mojnkey,monmkey,momnkey,monkmey,monkjey,monkiey,monikey,monkoey,monokey,monkley,monlkey,monkewy,monkwey,monkesy,monksey,monkedy,monkdey,monkery,monkrey,monkeyt,monkety,monkeyg,monkegy,monkeyh,monkehy,monkeyu,monkeuy,monk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,6,LOCATION,mountain,ountain,muntain,montain,moutain,mounain,mountin,mountan,mountai,mmountain,moountain,mouuntain,mounntain,mounttain,mountaain,mountaiin,mountainn,m ountain,mo untain,mou ntain,moun tain,mount ain,mounta in,mountai n,omuntain,muontain,monutain,moutnain,mounatin,mountian,mountani,mnountain,nmountain,mjountain,jmountain,mkountain,kmountain,moiuntain,miountain,mokuntain,moluntain,mlountain,mopuntain,mpountain,mouyntain,moyuntain,mouhntain,mohuntain,moujntain,mojuntain,mouintain,mounbtain,moubntain,mounhtain,mounjtain,mounmtain,moumntain,mountrain,mounrtain,mountfain,mounftain,mountgain,moungtain,mountyain,mounytain,mountaqin,mountqain,mountawin,mountwain,mountasin,mountsain,mountazin,mountzain,mountaiun,mountauin,mountaijn,mountajin,mountaikn,mountakin,mountaion,mountaoin,mountainb,mountaibn,mountainh,mountaihn,mountainj,mountainm,mountaimn,moun,mount,mounta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,ANIMAL,mouse,ouse,,mose,moue,mous,mmouse,moouse,mouuse,mousse,mousee,m ouse,mo use,mou se,mous e,omuse,muose,mosue,moues,mnouse,nmouse,mjouse,jmouse,mkouse,kmouse,moiuse,miouse,mokuse,moluse,mlouse,mopuse,mpouse,mouyse,moyuse,mouhse,mohuse,moujse,mojuse,mouise,mouswe,mouwse,mousae,mouase,mousze,mouzse,mousxe,mouxse,mousde,moudse,mouese,mousew,mouses,moused,mouser,mousre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,12,OBJECT,mug,,,,mmug,muug,mugg,m ug,mu g,umg,mgu,mnug,nmug,mjug,jmug,mkug,kmug,muyg,myug,muhg,mhug,mujg,muig,miug,mugf,mufg,mugt,mutg,mugy,mugh,mugb,mubg,mugv,muvg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,52,LOCATION,museum,useum,mseum,mueum,musum,musem,museu,mmuseum,muuseum,musseum,museeum,museuum,museumm,m useum,mu seum,mus eum,muse um,museu m,umseum,msueum,muesum,musuem,musemu,mnuseum,nmuseum,mjuseum,jmuseum,mkuseum,kmuseum,muyseum,myuseum,muhseum,mhuseum,mujseum,muiseum,miuseum,musweum,muwseum,musaeum,muaseum,muszeum,muzseum,musxeum,muxseum,musdeum,mudseum,mueseum,musewum,musesum,musedum,muserum,musreum,museuym,museyum,museuhm,musehum,museujm,musejum,museuim,museium,museumn,museunm,museumj,museumk,museukm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,51,OBJECT,necklace,ecklace,ncklace,neklace,neclace,neckace,necklce,necklae,necklac,nnecklace,neecklace,neccklace,neckklace,neckllace,necklaace,necklacce,necklacee,n ecklace,ne cklace,nec klace,neck lace,neckl ace,neckla ce,necklac e,encklace,nceklace,nekclace,neclkace,neckalce,necklcae,necklaec,nbecklace,bnecklace,nhecklace,hnecklace,njecklace,jnecklace,nmecklace,mnecklace,newcklace,nwecklace,nescklace,nsecklace,nedcklace,ndecklace,nercklace,nrecklace,necxklace,nexcklace,necdklace,necfklace,nefcklace,necvklace,nevcklace,neckmlace,necmklace,neckjlace,necjklace,neckilace,neciklace,neckolace,necoklace,neclklace,necklkace,neckloace,necklpace,neckplace,necklaqce,necklqace,necklawce,necklwace,necklasce,necklsace,necklazce,necklzace,necklacxe,necklaxce,necklacde,neckladce,necklacfe,necklafce,necklacve,necklavce,necklacew,necklacwe,necklaces,necklacse,necklaced,necklacer,necklacre,neck,neckl,neckla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,45,LOCATION,nightclub,ightclub,nghtclub,nihtclub,nigtclub,nighclub,nightlub,nightcub,nightclb,nightclu,nnightclub,niightclub,nigghtclub,nighhtclub,nighttclub,nightcclub,nightcllub,nightcluub,nightclubb,n ightclub,ni ghtclub,nig htclub,nigh tclub,night club,nightc lub,nightcl ub,nightclu b,inghtclub,ngihtclub,nihgtclub,nigthclub,nighctlub,nightlcub,nightculb,nightclbu,nbightclub,bnightclub,nhightclub,hnightclub,njightclub,jnightclub,nmightclub,mnightclub,niughtclub,nuightclub,nijghtclub,nikghtclub,nkightclub,nioghtclub,noightclub,nigfhtclub,nifghtclub,nigthtclub,nitghtclub,nigyhtclub,niyghtclub,nihghtclub,nigbhtclub,nibghtclub,nigvhtclub,nivghtclub,nighgtclub,nighbtclub,nighntclub,nignhtclub,nighjtclub,nigjhtclub,nighutclub,niguhtclub,nighytclub,nightrclub,nighrtclub,nightfclub,nighftclub,nightgclub,nightyclub,nightcxlub,nightxclub,nightcdlub,nightdclub,nightcflub,nightcvlub,nightvclub,nightclkub,nightcklub,nightcloub,nightcolub,nightclpub,nightcplub,nightcluyb,nightclyub,nightcluhb,nightclhub,nightclujb,nightcljub,nightcluib,nightcliub,nightclubv,nightcluvb,nightclubg,nightclugb,nightclubh,nightclubn,nightclunb,nigh,night,nightc,nightcl,,night c,night cl,night clu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,ANIMAL,octopus,ctopus,otopus,ocopus,octpus,octous,octops,octopu,ooctopus,occtopus,octtopus,octoopus,octoppus,octopuus,octopuss,o ctopus,oc topus,oct opus,octo pus,octop us,octopu s,cotopus,otcopus,ocotpus,octpous,octoups,octopsu,oictopus,ioctopus,okctopus,koctopus,olctopus,loctopus,opctopus,poctopus,ocxtopus,oxctopus,ocdtopus,odctopus,ocftopus,ofctopus,ocvtopus,ovctopus,octropus,ocrtopus,octfopus,octgopus,ocgtopus,octyopus,ocytopus,octoipus,octiopus,octokpus,octkopus,octolpus,octlopus,octpopus,octopous,octoplus,octopuys,octopyus,octopuhs,octophus,octopujs,octopjus,octopuis,octopius,octopusw,octopuws,octopusa,octopuas,octopusz,octopuzs,octopusx,octopuxs,octopusd,octopuds,octopuse,octopues,octo,octop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,ANIMAL,ostrich,strich,otrich,osrich,ostich,ostrch,ostrih,ostric,oostrich,osstrich,osttrich,ostrrich,ostriich,ostricch,ostrichh,o strich,os trich,ost rich,ostr ich,ostri ch,ostric h,sotrich,otsrich,osrtich,ostirch,ostrcih,ostrihc,oistrich,iostrich,okstrich,kostrich,olstrich,lostrich,opstrich,postrich,oswtrich,owstrich,osatrich,oastrich,osztrich,ozstrich,osxtrich,oxstrich,osdtrich,odstrich,osetrich,oestrich,osrtrich,ostfrich,osftrich,ostgrich,osgtrich,ostyrich,osytrich,ostreich,osterich,ostrdich,ostdrich,ostrfich,ostrtich,ostriuch,ostruich,ostrijch,ostrjich,ostrikch,ostrkich,ostrioch,ostroich,ostricxh,ostrixch,ostricdh,ostridch,ostricfh,ostrifch,ostricvh,ostrivch,ostrichg,ostricgh,ostrichb,ostricbh,ostrichn,ostricnh,ostrichj,ostricjh,ostrichu,ostricuh,ostrichy,ostricyh,ostr,ostri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
